product_id,indication_id,evidence_text,mapping_method,source_id,confirmed
P000658,IND005,角膜炎、結膜炎、眼睛充血、淚囊炎,keyword_rule_v1,SRC001,true
P000658,IND011,角膜炎、結膜炎、眼睛充血、淚囊炎,keyword_rule_v1,SRC001,true
P000659,IND002,水泡性角膜結膜炎、眼部帶狀？疹、過敏性結膜炎、角膜炎、深在性角膜炎、鞏膜角膜炎,keyword_rule_v1,SRC001,true
P000659,IND003,水泡性角膜結膜炎、眼部帶狀？疹、過敏性結膜炎、角膜炎、深在性角膜炎、鞏膜角膜炎,keyword_rule_v1,SRC001,true
P000659,IND005,水泡性角膜結膜炎、眼部帶狀？疹、過敏性結膜炎、角膜炎、深在性角膜炎、鞏膜角膜炎,keyword_rule_v1,SRC001,true
P000660,IND001,眼睛乾澀、隱形眼鏡之潤滑劑,keyword_rule_v1,SRC001,true
P000661,IND001,淚腺引起之淚液不足或缺乏,keyword_rule_v1,SRC001,true
P000662,IND002,葡萄球菌引起之傳染性慢性結膜炎、細菌性過敏性、慢性結膜炎、角化結膜炎,keyword_rule_v1,SRC001,true
P000662,IND003,葡萄球菌引起之傳染性慢性結膜炎、細菌性過敏性、慢性結膜炎、角化結膜炎,keyword_rule_v1,SRC001,true
P000663,IND003,結膜炎、角膜潰瘍和眼球表面之細菌傳染,keyword_rule_v1,SRC001,true
P000664,IND003,眼瞼炎、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000664,IND005,眼瞼炎、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000665,IND003,眼瞼炎、淚囊炎、麥粒腫、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
P000665,IND005,眼瞼炎、淚囊炎、麥粒腫、結膜炎、角膜炎,keyword_rule_v1,SRC001,true
