product_substance_id,product_id,substance_id,raw_name,standardized_name,chinese_name,english_name,salt_ester_hydrate_form,base_substance_group,amount_raw,amount,unit,role,formulation_function,role_assignment_method,source_id,confirmed
PS-P000435-001,P000435,S00055,CARTEOLOL HCL,CARTEOLOL HCL,,CARTEOLOL HCL,CARTEOLOL HCL,CARTEOLOL,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000436-001,P000436,S00082,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOGLICIC ACID,,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000455-001,P000455,S00082,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOGLICIC ACID,,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000456-001,P000456,S00115,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE HYDROCHLORIDE,DORZOLAMIDE,(equivalent to Dorzolamide 20mg),22.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000456-002,P000456,S00334,TIMOLOL MALEATE,TIMOLOL MALEATE,,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,(equivalent to Timlol 5mg),6.830000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000457-001,P000457,S00181,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,KETOTIFEN FUMARATE,(as equivalent to ketotifen...0.25mg),0.345000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000458-001,P000458,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000459-001,P000459,S00179,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000460-001,P000460,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.100000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000461-001,P000461,S00019,ATROPINE SULFATE,ATROPINE SULFATE,,ATROPINE SULFATE,ATROPINE SULFATE,ATROPINE,,1.250000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000462-001,P000462,S00019,ATROPINE SULFATE,ATROPINE SULFATE,,ATROPINE SULFATE,ATROPINE SULFATE,ATROPINE,,1.250000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000463-001,P000463,S00138,FLUOROMETHOLONE,FLUOROMETHOLONE,,FLUOROMETHOLONE,FLUOROMETHOLONE,FLUOROMETHOLONE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000463-002,P000463,S00328,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE HCL,TETRAHYDROZOLINE,,0.250000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000533-001,P000533,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000534-001,P000534,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,0.5,0.500000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000596-001,P000596,S00254,PILOCARPINE HCL,PILOCARPINE HCL,,PILOCARPINE HCL,PILOCARPINE HCL,PILOCARPINE,0.02,0.020000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000631-001,P000631,S00138,FLUOROMETHOLONE,FLUOROMETHOLONE,,FLUOROMETHOLONE,FLUOROMETHOLONE,FLUOROMETHOLONE,1,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000725-001,P000725,S00081,CORTISONE ACETATE,CORTISONE ACETATE,,CORTISONE ACETATE,CORTISONE ACETATE,CORTISONE ACETATE,15,15.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000725-002,P000725,S00224,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),,NEOMYCIN (SULFATE),NEOMYCIN (SULFATE),NEOMYCIN,3.5,3.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000726-001,P000726,S00263,POLYVINYL ALCOHOL,POLYVINYL ALCOHOL,,POLYVINYL ALCOHOL,POLYVINYL ALCOHOL,POLYVINYL ALCOHOL,(20-90GRADE)14.0,,MG,viscosity_agent,黏度調節劑,rule_based,SRC002,false
PS-P000726-002,P000726,S00064,CHLOROBUTANOL ANHYDROUS,CHLOROBUTANOL ANHYDROUS,,CHLOROBUTANOL ANHYDROUS,CHLOROBUTANOL ANHYDROUS,CHLOROBUTANOL,5.0,5.000000,MG,preservative,防腐劑／保存劑,rule_based,SRC002,false
PS-P000726-003,P000726,S00301,SODIUM CHLORIDE,SODIUM CHLORIDE,,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,7.8,7.800000,MG,tonicity_agent,等張調節劑,rule_based,SRC002,false
PS-P000727-001,P000727,S00253,PILOCARPINE CHLORIDE,PILOCARPINE CHLORIDE,,PILOCARPINE CHLORIDE,PILOCARPINE CHLORIDE,PILOCARPINE,20.00,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000728-001,P000728,S00326,TETRACYCLINE HCL (EQ TO TETRACYCLINE HYDROCHLORIDE),TETRACYCLINE HCL (EQ TO TETRACYCLINE HYDROCHLORIDE),,TETRACYCLINE HCL (EQ TO TETRACYCLINE HYDROCHLORIDE),TETRACYCLINE HCL (EQ TO TETRACYCLINE HYDROCHLORIDE),TETRACYCLINE HCL,0.050,0.050000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000729-001,P000729,S00276,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,PREDNISOLONE,2.0,2.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000729-002,P000729,S00315,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,100.0,100.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000729-003,P000729,S00026,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,(SOL'N) 0.044,,MG,preservative,防腐劑／保存劑,rule_based,SRC002,false
PS-P000730-001,P000730,S00174,IDOXURIDINE,IDOXURIDINE,,IDOXURIDINE,IDOXURIDINE,IDOXURIDINE,1.0,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000731-001,P000731,S00086,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,10.0,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000732-001,P000732,S00086,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,20.0,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000930-001,P000930,S00082,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),CROMOGLICIC ACID,20.00,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000931-001,P000931,S00333,TIMOLOL (MALEATE),TIMOLOL (MALEATE),,TIMOLOL (MALEATE),TIMOLOL (MALEATE),TIMOLOL,(2.50MG) 3.42,,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000932-001,P000932,S00334,TIMOLOL MALEATE,TIMOLOL MALEATE,,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,(timolol base equivalent 5MG),6.830000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000933-001,P000933,S00096,DEXAMETHASONE PHOSPHATE (SODIUM),DEXAMETHASONE PHOSPHATE (SODIUM),,DEXAMETHASONE PHOSPHATE (SODIUM),DEXAMETHASONE PHOSPHATE (SODIUM),DEXAMETHASONE,1.0,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000933-002,P000933,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,5.0,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001013-001,P001013,S00057,CHLORAMPHENICOL,CHLORAMPHENICOL,,CHLORAMPHENICOL,CHLORAMPHENICOL,CHLORAMPHENICOL,2.5,2.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001014-001,P001014,S00147,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),,GENTAMICIN (AS SULFATE),GENTAMICIN (AS SULFATE),GENTAMICIN,(SULPHATE)     5,,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001014-002,P001014,S00097,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,1,1.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P001015-001,P001015,S00230,OFLOXACIN,OFLOXACIN,,OFLOXACIN,OFLOXACIN,OFLOXACIN,,0.003000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001016-001,P001016,S00090,DEXAMETHASONE,DEXAMETHASONE,,DEXAMETHASONE,DEXAMETHASONE,DEXAMETHASONE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001016-002,P001016,S00148,GENTAMICIN SULFATE,GENTAMICIN SULFATE,,GENTAMICIN SULFATE,GENTAMICIN SULFATE,GENTAMICIN,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001017-001,P001017,S00041,BETAXOLOL HCL,BETAXOLOL HCL,,BETAXOLOL HCL,BETAXOLOL HCL,BETAXOLOL HCL,2.8,2.800000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001140-001,P001140,S00231,OLOPATADINE,OLOPATADINE,,OLOPATADINE,OLOPATADINE,OLOPATADINE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001141-001,P001141,S00026,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,BENZALKONIUM CHLORIDE,,0.045000,MG,preservative,防腐劑／保存劑,rule_based,SRC002,false
PS-P001141-002,P001141,S00170,HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),,HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),HYPROMELLOSE,,5.000000,MG,viscosity_agent,黏度調節劑,rule_based,SRC002,false
PS-P001142-001,P001142,S00044,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,BRIMONIDINE,,2.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001142-002,P001142,S00334,TIMOLOL MALEATE,TIMOLOL MALEATE,,TIMOLOL MALEATE,TIMOLOL MALEATE,TIMOLOL,,6.800000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001143-001,P001143,S00134,FLAVINEADENINE DINUCLEOTIDE SODIUM,FLAVINEADENINE DINUCLEOTIDE SODIUM,,FLAVINEADENINE DINUCLEOTIDE SODIUM,FLAVINEADENINE DINUCLEOTIDE SODIUM,FLAVINEADENINE DINUCLEOTIDE SODIUM,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001143-002,P001143,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001143-003,P001143,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001143-004,P001143,S00155,GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),,GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE),GLYCYRRHIZINATE DIPOTASSIUM,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001143-005,P001143,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001143-006,P001143,S00009,AMINOETHYLSULFONIC ACID,AMINOETHYLSULFONIC ACID,,AMINOETHYLSULFONIC ACID,AMINOETHYLSULFONIC ACID,TAURINE,,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001144-001,P001144,S00052,CARBOMER (CARBOXYPOLYMETHYLENE),CARBOMER (CARBOXYPOLYMETHYLENE),,CARBOMER (CARBOXYPOLYMETHYLENE),CARBOMER (CARBOXYPOLYMETHYLENE),CARBOMER,,2.000000,MG,viscosity_agent,黏度調節劑,rule_based,SRC002,false
PS-P001145-001,P001145,S00122,EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE,,EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE,EPINASTINE HYDROCHLORIDE,,0.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001146-001,P001146,S00226,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,,0.050000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001146-002,P001146,S00008,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,AMINOCAPROIC ACID EPSILON-,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001146-003,P001146,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,,0.300000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001146-004,P001146,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001146-005,P001146,S00009,AMINOETHYLSULFONIC ACID,AMINOETHYLSULFONIC ACID,,AMINOETHYLSULFONIC ACID,AMINOETHYLSULFONIC ACID,TAURINE,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P001146-006,P001146,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,,1.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000069-001,P000069,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,0.5,0.500000,%,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000069-002,P000069,S00090,DEXAMETHASONE,DEXAMETHASONE,,DEXAMETHASONE,DEXAMETHASONE,DEXAMETHASONE,0.025,0.025000,%,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000071-001,P000071,S00144,FRAMYCETIN SULFATE (SOFRAMYCIN SULFATE),FRAMYCETIN SULFATE (SOFRAMYCIN SULFATE),,FRAMYCETIN SULFATE (SOFRAMYCIN SULFATE),FRAMYCETIN SULFATE (SOFRAMYCIN SULFATE),FRAMYCETIN SULFATE,1,1.000000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000071-002,P000071,S00225,NEOMYCIN SULFATE,NEOMYCIN SULFATE,,NEOMYCIN SULFATE,NEOMYCIN SULFATE,NEOMYCIN,0.5,0.500000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000071-003,P000071,S00156,GRAMICIDIN,GRAMICIDIN,,GRAMICIDIN,GRAMICIDIN,GRAMICIDIN,5000,5000.000000,MCG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000072-001,P000072,S00276,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,PREDNISOLONE,2.5,2.500000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000081-001,P000081,S00317,SULFAMETHOXAZOLE SODIUM,SULFAMETHOXAZOLE SODIUM,,SULFAMETHOXAZOLE SODIUM,SULFAMETHOXAZOLE SODIUM,SULFAMETHOXAZOLE SODIUM,,20.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000082-001,P000082,S00043,BORIC ACID,BORIC ACID,,BORIC ACID,BORIC ACID,BORIC ACID,2000,2000.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000082-002,P000082,S00294,SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE,SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE,,SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE,SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE,SODIUM BORATE,20,20.000000,MG,buffer,緩衝劑,rule_based,SRC002,false
PS-P000090-001,P000090,S00325,TETRACYCLINE (HCL),TETRACYCLINE (HCL),,TETRACYCLINE (HCL),TETRACYCLINE (HCL),TETRACYCLINE,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000091-001,P000091,S00127,ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN (LACTOBIONATE),,ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN,10,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000103-001,P000103,S00016,ASPARTATE POTASSIUM L- (eq to POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM L- (EQ TO POTASSIUM L-ASPARTATE),,ASPARTATE POTASSIUM L- (EQ TO POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM L- (EQ TO POTASSIUM L-ASPARTATE),ASPARTATE POTASSIUM L-,1,1.000000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000103-002,P000103,S00015,ASPARTATE MAGNESIUM L-,ASPARTATE MAGNESIUM L-,,ASPARTATE MAGNESIUM L-,ASPARTATE MAGNESIUM L-,ASPARTATE MAGNESIUM L-,1,1.000000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000103-003,P000103,S00349,VITAMIN A,VITAMIN A,,VITAMIN A,VITAMIN A,VITAMIN A,(SOLUBLE) 20000,,I.U.,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000103-004,P000103,S00358,ZINC SULFATE,ZINC SULFATE,,ZINC SULFATE,ZINC SULFATE,ZINC SULFATE,0.05,0.050000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000103-005,P000103,S00066,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE,0.01,0.010000,GM,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000104-001,P000104,S00023,AZULENE WATER SOLUBLE,AZULENE WATER SOLUBLE,,AZULENE WATER SOLUBLE,AZULENE WATER SOLUBLE,AZULENE WATER SOLUBLE,0.2,0.200000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000105-001,P000105,S00079,COLISTIN (METHASULFANATE SODIUM),COLISTIN (METHASULFANATE SODIUM),,COLISTIN (METHASULFANATE SODIUM),COLISTIN (METHASULFANATE SODIUM),COLISTIN,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000105-002,P000105,S00325,TETRACYCLINE (HCL),TETRACYCLINE (HCL),,TETRACYCLINE (HCL),TETRACYCLINE (HCL),TETRACYCLINE,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000106-001,P000106,S00057,CHLORAMPHENICOL,CHLORAMPHENICOL,,CHLORAMPHENICOL,CHLORAMPHENICOL,CHLORAMPHENICOL,,10.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000107-001,P000107,S00127,ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN (LACTOBIONATE),,ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000107-002,P000107,S00079,COLISTIN (METHASULFANATE SODIUM),COLISTIN (METHASULFANATE SODIUM),,COLISTIN (METHASULFANATE SODIUM),COLISTIN (METHASULFANATE SODIUM),COLISTIN,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000108-001,P000108,S00127,ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN (LACTOBIONATE),,ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN (LACTOBIONATE),ERYTHROMYCIN,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000108-002,P000108,S00078,COLISTIMETHATE (SODIUM),COLISTIMETHATE (SODIUM),,COLISTIMETHATE (SODIUM),COLISTIMETHATE (SODIUM),COLISTIMETHATE,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000158-001,P000158,S00084,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),,CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN (VIT B12),CYANOCOBALAMIN,5,5.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000158-002,P000158,S00069,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),,CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ),CHONDROITIN SULFATE,300,300.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000158-003,P000158,S00284,PYRIDOXINE HCL,PYRIDOXINE HCL,,PYRIDOXINE HCL,PYRIDOXINE HCL,PYRIDOXINE HCL,100,100.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
PS-P000158-004,P000158,S00241,PANTHENOL D- (EQ TO D-PANTHENOL),PANTHENOL D- (EQ TO D-PANTHENOL),,PANTHENOL D- (EQ TO D-PANTHENOL),PANTHENOL D- (EQ TO D-PANTHENOL),PANTHENOL D-,100,100.000000,MG,active,治療性有效成分（排除已辨識賦形劑後）,rule_based,SRC002,false
