product_id,indication_id,source_id
oral_liquid_00298,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00299,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00300,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00301,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00302,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00303,ind_1_13_17_2_3_10_17_valproate_4_valproate_5_6_6_17_7,tfda_open_data_info37_cached_20260711
oral_liquid_00304,ind_non_painful_procedure,tfda_open_data_info37_cached_20260711
oral_liquid_00305,ind_x_linked_hypophosphatemic_rickets,tfda_open_data_info37_cached_20260711
oral_liquid_00306,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00307,ind_2_pcjia_methotrexate_dmards_xeljanz_dmards_azathioprine_cyclosporine,tfda_open_data_info37_cached_20260711
oral_liquid_00308,ind_d,tfda_open_data_info37_cached_20260711
oral_liquid_00309,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00310,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00311,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00312,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00313,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00314,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00315,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00316,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00317,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00318,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00319,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00320,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00321,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00322,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00323,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00324,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00325,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00326,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00327,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00328,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00329,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00330,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00331,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00332,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00333,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00334,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00335,ind_unknown,tfda_open_data_info37_cached_20260711
oral_liquid_00336,ind_unknown,tfda_open_data_info37_cached_20260711
