review_id,license_number,product_id,issue_type,raw_value,standard_value,source,reason
review_leaflet_0211,衛署藥製字第007973號,eye_formal_103,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0212,衛署藥製字第048927號,eye_formal_104,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0213,衛部藥製字第061930號,eye_formal_105,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0214,衛部藥製字第059369號,eye_formal_107,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0215,衛署藥輸字第021354號,eye_formal_108,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0216,衛署藥輸字第024376號,eye_formal_112,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0217,衛部藥製字第058959號,eye_formal_116,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0218,衛署藥製字第045809號,eye_formal_117,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0219,衛署藥製字第046103號,eye_formal_118,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0220,衛署藥製字第047622號,eye_formal_123,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0221,衛署藥製字第049351號,eye_formal_124,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0222,衛署藥製字第048992號,eye_formal_125,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0223,衛署藥製字第045062號,eye_formal_129,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0224,衛部藥製字第059377號,eye_formal_131,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0225,衛部藥製字第058229號,eye_formal_132,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0226,衛署藥製字第045801號,eye_formal_133,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0227,衛署藥製字第045859號,eye_formal_134,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0228,衛部藥製字第061011號,eye_formal_135,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0229,衛署藥製字第045293號,eye_formal_136,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0230,衛署藥輸字第023834號,eye_formal_137,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0231,衛署藥輸字第024167號,eye_formal_138,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0232,衛署藥輸字第024751號,eye_formal_139,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0233,衛署藥製字第046069號,eye_formal_141,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0234,衛署藥製字第047717號,eye_formal_142,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0235,衛部藥製字第059013號,eye_formal_143,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0236,衛署藥製字第047124號,eye_formal_145,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0237,衛署藥製字第003697號,eye_formal_148,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0238,衛署藥製字第052555號,eye_formal_150,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0239,衛署藥製字第034957號,eye_formal_155,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0240,衛部藥製字第061051號,eye_formal_161,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0241,衛署藥製字第046564號,eye_formal_163,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0242,衛署藥製字第046565號,eye_formal_164,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0243,衛部藥製字第061580號,eye_formal_167,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0244,衛部藥製字第060417號,eye_formal_168,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0245,衛署藥輸字第016492號,eye_formal_170,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0246,衛署藥輸字第023521號,eye_formal_171,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0247,衛署藥製字第039034號,eye_formal_172,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0248,衛署藥製字第039033號,eye_formal_173,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0249,衛署藥製字第045721號,eye_formal_174,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0250,衛署藥輸字第020735號,eye_formal_175,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0251,衛署藥製字第034503號,eye_formal_176,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0252,衛署藥製字第018848號,eye_formal_177,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0253,衛署藥製字第047473號,eye_formal_178,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0254,衛署藥製字第046257號,eye_formal_179,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0255,衛署藥製字第032058號,eye_formal_180,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0256,衛署藥製字第032050號,eye_formal_181,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0257,衛署藥製字第032071號,eye_formal_182,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0258,衛署藥製字第056663號,eye_formal_185,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0259,衛署藥製字第056700號,eye_formal_187,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0260,衛部藥製字第061842號,eye_formal_189,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0261,衛署藥製字第048268號,eye_formal_190,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0262,衛部藥製字第058327號,eye_formal_191,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0263,衛署藥製字第048812號,eye_formal_193,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0264,衛部藥輸字第026131號,eye_formal_194,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0265,衛部藥輸字第026161號,eye_formal_195,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0266,衛部藥製字第061537號,eye_formal_196,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0267,衛部藥製字第061138號,eye_formal_197,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0268,衛部藥製字第061137號,eye_formal_198,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0269,衛部藥製字第061029號,eye_formal_199,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0270,衛署藥製字第023531號,eye_formal_201,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0271,衛署藥製字第018987號,eye_formal_202,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0272,衛署藥製字第015653號,eye_formal_204,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0273,衛署藥製字第047291號,eye_formal_205,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0274,衛署藥製字第042823號,eye_formal_206,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0275,衛署藥製字第047314號,eye_formal_207,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0276,衛署藥製字第047554號,eye_formal_209,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0277,衛部藥製字第059681號,eye_formal_210,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0278,衛部藥製字第061094號,eye_formal_212,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0279,衛署藥製字第057832號,eye_formal_213,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0280,衛部藥製字第059053號,eye_formal_214,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0281,衛部藥製字第061054號,eye_formal_215,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0282,衛署藥製字第048460號,eye_formal_216,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0283,衛部藥製字第061457號,eye_formal_217,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0284,衛署藥製字第046930號,eye_formal_219,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0285,衛署藥製字第046931號,eye_formal_220,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0286,衛署藥製字第038601號,eye_formal_221,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0287,衛署藥製字第044483號,eye_formal_222,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0288,衛署藥製字第021191號,eye_formal_223,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0289,衛署藥製字第032282號,eye_formal_224,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0290,衛署藥製字第033968號,eye_formal_226,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0291,衛署藥製字第005521號,eye_formal_227,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0292,衛署藥製字第004166號,eye_formal_228,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0293,衛署藥製字第022719號,eye_formal_231,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0294,衛署藥製字第014024號,eye_formal_232,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0295,衛署藥製字第057241號,eye_formal_234,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0296,衛署藥製字第047980號,eye_formal_235,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0297,衛署藥製字第049419號,eye_formal_236,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0298,衛部藥製字第058342號,eye_formal_238,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0299,衛署藥製字第004887號,eye_formal_242,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0300,衛署藥製字第008586號,eye_formal_243,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0301,衛署藥製字第010376號,eye_formal_244,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0302,衛署藥製字第017200號,eye_formal_246,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0303,衛署藥製字第038663號,eye_formal_247,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0304,衛署藥輸字第019906號,eye_formal_250,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0305,衛署藥製字第055909號,eye_formal_252,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0306,衛署藥製字第048362號,eye_formal_255,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0307,衛部藥輸字第027852號,eye_formal_256,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0308,衛署藥製字第048554號,eye_formal_257,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0309,衛部藥製字第058555號,eye_formal_258,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0310,衛部藥輸字第027906號,eye_formal_262,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
review_leaflet_0311,衛署藥製字第046990號,eye_formal_266,leaflet_or_optional_data_unavailable,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV,,enrichment review,leaflet_unavailable: no official leaflet URL recorded in existing formal product CSV; core data retained from structured CSV
